list;word;pos
F;say;NN
F;show;NN
F;show;VB
F;something;NN
F;wait;NN
F;wait;VB
F;again;RB
F;bit;NN
F;bite;VB
F;brother;NN
F;dad;NN
F;done;JJ
F;good;NN
F;good;JJ
F;good;RB
F;help;NN
F;help;VB
F;her;PRP$
F;name;NN
F;name;VB
F;quick;NN
F;quick;JJ
F;quick;RB
F;car;NN
F;eat;VB
F;hole;NN
F;hole;VB
F;keep;NN
F;keep;VB
F;nah;NN
F;naughty;JJ
F;right;NN
F;right;VB
F;right;JJ
F;right;RB
F;way;NN
F;way;RB
F;apple;NN
F;ball;NN
F;ball;VB
F;better;NN
F;better;VB
F;dig;NN
F;dig;VB
F;shhh;NN
F;take;NN
F;take;VB
F;yum;NN
F;cool;NN
F;cool;VB
F;cool;JJ
F;could;MD
F;house;NN
F;house;VB
F;oow;NN
F;seat;NN
F;seat;VB
F;today;NN
F;today;RB
F;very;JJ
F;very;RB
F;wash;NN
F;wash;VB
F;around;IN
F;bottom;NN
F;bottom;VB
F;bottom;JJ
F;boy;NN
F;into;IN
F;next;JJ
F;next;RB
F;open;NN
F;open;VB
F;open;JJ
F;people;NN
F;people;VB
F;telling;NN
F;telling;JJ
F;bin;NN
F;bin;VB
F;book;NN
F;book;VB
F;else;RB
F;find;NN
F;green;NN
F;green;VB
F;green;JJ
F;home;NN
F;home;VB
F;home;JJ
F;home;RB
F;lunch;NN
F;lunch;VB
F;new;JJ
F;new;RB
F;pick;NN
F;pick;VB
F;playing;NN
F;roll;NN
F;roll;VB
F;seven;CD
F;sorry;JJ
F;step;NN
F;step;VB
F;still;NN
F;still;VB
F;still;JJ
F;still;RB
F;teacher;NN
F;three;CD
F;us;PRP
F;about;IN
F;break;VB
F;broke;JJ
F;bye;NN
F;catch;NN
F;catch;VB
F;fell;NN
F;fell;VB
F;fell;JJ
F;first;NN
F;first;JJ
F;first;RB
F;man;NN
F;man;VB
F;shoe;NN
F;shoe;VB
F;stick;VB
F;stuck;JJ
F;think;NN
F;think;VB
F;as;IN
F;beautiful;JJ
F;bring;VB
F;bum;NN
F;bum;VB
F;bum;JJ
F;everybody;NN
F;finish;VB
F;finished;JJ
F;funny;NN
F;funny;JJ
F;guy;NN
F;guy;VB
F;hand;NN
F;hand;VB
F;head;NN
F;head;VB
F;high;JJ
F;jump;NN
F;jump;VB
F;should;MD
F;stop;NN
F;stop;VB
F;which;WDT
G;and;CC
G;I;PRP
G;the;DT
G;to;TO
G;a;DT
G;wa;NN
G;be;VB
G;it;PRP
G;he;PRP
G;she;PRP
G;then;NN
G;then;JJ
G;then;RB
G;get;VB
G;my;PRP$
G;on;IN
G;go;VB
G;have;VB
G;her;PRP$
G;in;IN
G;there;NN
G;there;RB
G;you;PRP
G;but;CC
G;for;IN
G;that;IN
G;up;VB
G;up;JJ
G;up;RB
G;yes;NN
G;go;NN
G;go;JJ
G;his;PRP$
G;out;IN
G;say;VB
G;said;JJ
G;one;CD
G;dad;NN
G;do;NN
G;do;VB
G;not;RB
G;home;NN
G;home;VB
G;home;JJ
G;home;RB
G;Anna;NNP
G;mum;NN
G;mum;JJ
G;all;DT
G;of;IN
G;at;IN
G;have;NN
G;this;DT
G;with;IN
G;get;NN
G;they;PRP
G;when;WRB
G;yeah;RB
G;lost;NN
G;lose;VB
G;lost;JJ
G;no;DT
G;know;NN
G;know;VB
G;like;IN
G;policeman;NN
H;and;CC
H;but;CC
H;two;CD
H;one;CD
H;the;DT
H;a;DT
H;all;DT
H;an;DT
H;this;DT
H;some;DT
H;there;NN
H;there;RB
H;like;IN
H;in;IN
H;on;IN
H;with;IN
H;of;IN
H;at;IN
H;because;IN
H;over;IN
H;for;IN
H;if;IN
H;that;IN
H;into;IN
H;outside;IN
H;after;IN
H;good;NN
H;good;JJ
H;good;RB
H;big;JJ
H;big;RB
H;new;JJ
H;new;RB
H;next;JJ
H;next;RB
H;last;NN
H;last;VB
H;last;JJ
H;last;RB
H;little;NN
H;little;JJ
H;little;RB
H;bird;NN
H;bird;VB
H;favorite;NN
H;favorite;JJ
H;ball;NN
H;ball;VB
H;nice;NN
H;nice;JJ
H;teacher;NN
H;brown;NN
H;brown;VB
H;brown;JJ
H;first;NN
H;first;JJ
H;first;RB
H;go;NN
H;go;VB
H;go;JJ
H;want;NN
H;want;VB
H;best;NN
H;best;VB
H;best;JJ
H;best;RB
H;will;MD
H;can;MD
H;game;NN
H;game;VB
H;game;JJ
H;frog;NN
H;frog;VB
H;eat;VB
H;miss;NN
H;miss;VB
H;field;NN
H;field;VB
H;cousin;NN
H;friend;NN
H;pool;NN
H;pool;VB
H;house;NN
H;house;VB
H;school;NN
H;school;VB
H;home;NN
H;home;VB
H;home;JJ
H;home;RB
H;lot;NN
H;lot;VB
H;water;NN
H;water;VB
H;today;NN
H;today;RB
H;book;NN
H;book;VB
H;day;NN
H;dad;NN
H;jump;NN
H;jump;VB
H;egg;NN
H;egg;VB
H;family;NN
H;time;NN
H;time;VB
H;trip;NN
H;trip;VB
H;aunt;NN
H;birthday;NN
H;cat;NN
H;cat;VB
H;get;VB
H;saw;NN
H;saw;VB
H;bunny;NN
H;mom;NN
H;love;NN
H;love;VB
H;dog;NN
H;dog;VB
H;rabbit;NN
H;rabbit;VB
H;easter;NN
H;Mrs.;NNP
H;I;PRP
H;am;NN
H;be;VB
H;people;NN
H;people;VB
H;see;NN
H;see;VB
H;it;PRP
H;we;PRP
H;me;PRP
H;you;PRP
H;they;PRP
H;she;PRP
H;he;PRP
H;them;PRP
H;her;PRP$
H;my;PRP$
H;his;PRP$
H;our;PRP$
H;back;NN
H;back;VB
H;back;JJ
H;back;RB
H;sometimes;RB
H;brother;NN
H;then;NN
H;then;JJ
H;then;RB
H;very;JJ
H;very;RB
H;not;RB
H;pretty;JJ
H;pretty;RB
H;really;RB
H;so;NN
H;so;RB
H;too;RB
H;up;VB
H;up;JJ
H;up;RB
H;out;IN
H;to;TO
H;sister;NN
H;get;NN
H;fun;NN
H;be;NN
H;bear;NN
H;bear;VB
H;give;VB
H;take;VB
H;buy;VB
H;wa;NN
H;come;VB
H;do;VB
H;say;VB
H;said;JJ
H;have;VB
H;put;NN
H;put;VB
H;playing;NN
H;play;VB
H;going;NN
H;going;JJ
H;make;VB
H;made;JJ
H;played;JJ
H;cool;NN
H;cool;VB
H;cool;JJ
H;know;NN
H;know;VB
H;play;NN
H;are;NN
H;have;NN
H;do;NN
H;ha;NN
H;when;WRB
I;something;NN
I;peace;NN
I;will;MD
I;hour;NN
I;little;NN
I;little;JJ
I;little;RB
I;need;NN
I;need;VB
I;give;NN
I;give;VB
I;microphone;NN
I;Miss;NNP
I;cool;NN
I;cool;VB
I;cool;JJ
I;four;CD
I;last;NN
I;last;VB
I;last;JJ
I;last;RB
I;stop;NN
I;stop;VB
I;about;IN
I;huh;NN
I;really;RB
I;seven;CD
I;when;WRB
I;who;WP
I;big;JJ
I;big;RB
I;guy;NN
I;guy;VB
I;mean;NN
I;mean;VB
I;mean;JJ
I;over;IN
I;be;NN
I;be;VB
I;I;PRP
I;it;PRP
I;you;PRP
I;do;NN
I;do;VB
I;a;DT
I;not;RB
I;to;TO
I;the;DT
I;that;IN
I;no;DT
I;and;CC
I;go;NN
I;go;VB
I;go;JJ
I;have;NN
I;have;VB
I;what;WP
I;like;IN
I;oh;NN
I;yeah;RB
I;this;DT
I;one;CD
I;my;PRP$
I;can;MD
I;get;NN
I;get;VB
I;we;PRP
I;know;NN
I;know;VB
I;me;PRP
I;in;IN
I;just;JJ
I;just;RB
I;on;IN
I;so;NN
I;so;RB
I;okay;NN
I;okay;VB
I;okay;JJ
I;okay;RB
I;ok;NN
I;ok;JJ
I;ok;RB
I;he;PRP
I;of;IN
I;they;PRP
I;yes;NN
I;there;NN
I;there;RB
I;say;NN
I;say;VB
I;here;NN
I;here;JJ
I;here;RB
I;for;IN
I;look;NN
I;look;VB
I;hey;NN
I;let;NN
I;let;VB
I;she;PRP
I;good;NN
I;good;JJ
I;good;RB
I;come;NN
I;come;VB
I;want;NN
I;want;VB
I;your;PRP$
I;but;CC
I;because;IN
I;see;NN
I;see;VB
I;at;IN
I;make;NN
I;make;VB
I;how;WRB
I;wait;NN
I;wait;VB
I;then;NN
I;then;JJ
I;then;RB
I;think;NN
I;think;VB
I;with;IN
I;right;NN
I;right;VB
I;right;JJ
I;right;RB
I;if;IN
I;up;VB
I;up;JJ
I;up;RB
I;now;NN
I;now;RB
I;all;DT
I;two;CD
I;put;NN
I;put;VB
I;us;PRP
I;alright;JJ
I;alright;RB
I;dude;NN
I;why;WRB
I;people;NN
I;people;VB
I;out;IN
I;where;WRB
I;thing;NN
I;time;NN
I;time;VB
I;second;NN
I;second;VB
I;second;JJ
I;second;RB
I;record;NN
I;record;VB
I;them;PRP
I;three;CD
I;tell;NN
I;tell;VB
I;too;RB
I;talk;NN
I;talk;VB
I;take;NN
I;take;VB
I;minute;NN
I;minute;JJ
I;or;CC
I;play;NN
I;play;VB
I;man;NN
I;man;VB
I;eat;VB
I;dang;NN
I;more;NN
I;more;JJ
I;more;RB
I;her;PRP$
I;five;CD
I;first;NN
I;first;JJ
I;first;RB
I;mine;NN
I;mine;VB
I;pas;NN
I;pass;VB
I;pass;JJ
I;word;NN
I;word;VB
I;god;NN
I;him;PRP
I;these;DT
I;well;NN
I;well;VB
I;well;JJ
I;well;RB
I;back;NN
I;back;VB
I;back;JJ
I;back;RB
I;our;PRP$
I;shall;MD
I;only;JJ
I;only;RB
I;some;DT
I;hi;NN
I;bad;NN
I;bad;JJ
I;bad;RB
I;open;NN
I;open;VB
I;open;JJ
I;try;NN
I;try;VB
I;find;NN
I;find;VB
I;actually;RB
I;down;NN
I;down;VB
I;down;JJ
I;down;RB
I;wish;NN
I;wish;VB
I;use;NN
I;use;VB
I;sorry;JJ
I;thank;VB
I;night;NN
I;call;NN
I;call;VB
I;rhombus;NN
I;lunch;NN
I;lunch;VB
I;from;IN
I;off;IN
I;hello;NN
I;thirty;NN
I;thirty;JJ
I;eight;CD
I;fish;NN
I;fish;VB
I;hell;NN
I;mom;NN
I;much;NN
I;much;JJ
I;much;RB
I;nine;CD
I;ball;NN
I;ball;VB
I;polygon;NN
I;sign;NN
I;sign;VB
I;sign;JJ
I;girl;NN
I;shoot;NN
I;shoot;VB
I;hand;NN
I;hand;VB
I;book;NN
I;book;VB
I;day;NN
I;into;IN
I;sit;VB
I;still;NN
I;still;VB
I;still;JJ
I;still;RB
I;read;NN
I;read;VB
I;triangle;NN
I;kind;NN
I;kind;JJ
I;Mr;NN
I;school;NN
I;school;VB
I;twenty;NN
I;twenty;JJ
I;awesome;JJ
I;those;DT
I;voice;NN
I;voice;VB
I;other;JJ
I;name;NN
I;name;VB
I;sure;JJ
I;sure;RB
I;feel;NN
I;feel;VB
I;hard;JJ
I;hard;RB
I;run;NN
I;run;VB
I;ten;NN
I;ten;JJ
I;please;VB
I;please;RB
I;suck;NN
I;suck;VB
I;homie;NN
I;stick;NN
I;stick;VB
I;watch;NN
I;watch;VB
I;class;NN
I;class;VB
I;next;JJ
I;next;RB
I;stay;NN
I;stay;VB
I;twelve;NN
I;twelve;JJ
I;bro;NN
I;show;NN
I;show;VB
I;six;CD
I;very;JJ
I;very;RB
I;way;NN
I;way;RB
I;probably;RB
I;crack;NN
I;crack;VB
I;crack;JJ
I;again;RB
I;move;NN
I;move;VB
I;start;NN
I;start;VB
I;walk;NN
I;walk;VB
I;pocket;NN
I;pocket;VB
I;already;RB
I;as;IN
I;ask;VB
I;christmas;NN
I;funny;NN
I;funny;JJ
I;hold;NN
I;hold;VB
I;draw;NN
I;draw;VB
I;goal;NN
I;juice;NN
I;poo;NN
I;baby;NN
I;baby;VB
I;even;NN
I;even;VB
I;even;JJ
I;even;RB
I;never;RB
I;recorder;NN
I;wash;NN
I;wash;VB
I;win;NN
I;win;VB
I;bit;NN
I;bite;VB
I;today;NN
I;today;RB
I;lot;NN
I;lot;VB
I;forget;VB
I;keep;NN
I;keep;VB
I;kid;NN
I;kid;VB
I;may;MD
I;hear;VB
I;help;NN
I;help;VB
I;animal;NN
I;animal;JJ
I;stuff;NN
I;stuff;VB
I;his;PRP$
I;work;NN
I;work;VB
I;Ms;NN
I;year;NN
I;cappuccino;NN
I;friend;NN
I;care;NN
I;care;VB
I;fun;NN
I;food;NN
I;line;NN
I;line;VB
I;pretty;JJ
I;pretty;RB
I;cook;NN
I;cook;VB
I;excuse;NN
I;excuse;VB
I;home;NN
I;home;VB
I;home;JJ
I;home;RB
I;hot;JJ
I;lose;VB
I;new;JJ
I;new;RB
I;potato;NN
I;touch;NN
I;touch;VB
I;damn;NN
I;damn;VB
I;damn;JJ
I;damn;RB
I;dollar;NN
I;hit;NN
I;hit;VB
I;hundred;NN
I;hundred;JJ
I;kitchen;NN
I;nice;NN
I;nice;JJ
I;hate;NN
I;hate;VB
I;long;VB
I;long;JJ
I;long;RB
I;square;NN
I;square;VB
I;square;JJ
I;square;RB
I;any;DT
I;anything;NN
I;same;NN
I;same;JJ
I;yours;NNS
I;always;RB
I;guess;NN
I;guess;VB
I;maybe;RB
I;most;JJ
I;most;RB
I;than;IN
I;after;IN
I;someone;NN
I;weird;NN
I;weird;JJ
I;jacket;NN
I;jacket;VB
I;leave;NN
I;leave;VB
I;side;NN
I;side;VB
I;side;JJ
I;press;NN
I;press;VB
I;small;NN
I;small;JJ
I;small;RB
I;trapezoid;NN
I;um;NN
I;ah;NN
I;clock;NN
I;clock;VB
I;dumb;JJ
I;ever;RB
I;hexagon;NN
I;many;JJ
I;real;NN
I;real;JJ
I;real;RB
I;serve;NN
I;serve;VB
I;taste;NN
I;taste;VB
I;bring;VB
I;love;NN
I;love;VB
I;remember;VB
I;write;VB
I;boy;NN
I;rectangle;NN
I;game;NN
I;game;VB
I;game;JJ
I;grade;NN
I;grade;VB
I;nothing;NN
I;nothing;RB
I;zookeeper;NN
I;old;NN
I;old;JJ
I;somebody;NN
I;their;PRP$
I;away;JJ
I;away;RB
I;catch;NN
I;catch;VB
I;cut;NN
I;cut;VB
I;cut;JJ
I;water;NN
I;water;VB
I;whatever;WDT
I;bell;NN
I;bell;VB
I;blood;NN
I;blood;VB
I;bye;NN
I;Chinese;JJ
I;frog;NN
I;frog;VB
I;half;NN
I;half;JJ
I;half;RB
I;Mrs;NN
I;narrow;NN
I;narrow;VB
I;narrow;JJ
I;red;NN
I;red;JJ
I;smash;NN
I;smash;VB
I;smash;RB
I;wear;NN
I;wear;VB
I;wow;NN
I;wow;VB
I;wrong;NN
I;wrong;VB
I;wrong;JJ
I;wrong;RB
I;pick;NN
I;pick;VB
I;rotten;JJ
I;another;DT
I;table;NN
I;table;VB
I;dad;NN
I;easy;JJ
I;easy;RB
I;everything;NN
I;sun;NN
I;sun;VB
I;by;IN
I;happen;VB
I;movie;NN
I;parallelogram;NN
I;suppose;VB
I;around;IN
I;number;NN
I;number;VB
I;push;NN
I;push;VB
I;bagel;NN
I;break;NN
I;break;VB
I;close;NN
I;close;VB
I;close;JJ
I;close;RB
I;face;NN
I;face;VB
I;finish;NN
I;finish;VB
I;meat;NN
I;sauce;NN
I;sauce;VB
I;sixty;NN
I;sixty;JJ
I;turn;NN
I;turn;VB
I;chip;NN
I;chip;VB
I;cold;NN
I;cold;JJ
I;cry;NN
I;cry;VB
I;drama;NN
I;eleven;NN
I;eleven;JJ
I;else;RB
I;sing;VB
I;almost;RB
I;bear;NN
I;bear;VB
I;jingle;NN
I;jingle;VB
I;ready;NN
I;ready;VB
I;ready;JJ
I;happy;JJ
I;morning;NN
I;recording;NN
I;song;NN
I;throw;NN
I;throw;VB
I;which;WDT
I;level;NN
I;level;VB
I;level;JJ
I;point;NN
I;point;VB
I;shape;NN
I;shape;VB
I;everyone;NN
I;eye;NN
I;eye;VB
I;fast;NN
I;fast;VB
I;fast;JJ
I;fast;RB
I;father;NN
I;father;VB
I;fifteen;NN
I;fifteen;JJ
I;Germany;NNP
I;gum;NN
I;gum;VB
I;heck;NN
I;kick;NN
I;kick;VB
I;laugh;NN
I;laugh;VB
I;listen;VB
I;mess;NN
I;mess;VB
I;outside;IN
I;punch;NN
I;punch;VB
I;whole;NN
I;whole;JJ
I;whole;RB
I;die;NN
I;die;VB
I;fall;NN
I;fall;VB
I;fine;NN
I;fine;VB
I;fine;JJ
I;fine;RB
I;glue;NN
I;glue;VB
I;sister;NN
I;thirteen;NN
I;thirteen;JJ
I;apple;NN
I;as;NN
I;basketball;NN
I;beat;NN
I;beat;VB
I;beat;JJ
I;bing;NN
I;cheese;NN
I;cheese;VB
I;English;JJ
I;flat;NN
I;flat;JJ
I;flat;RB
I;fuck;NN
I;fuck;VB
I;homework;NN
I;paper;NN
I;paper;VB
I;rock;NN
I;rock;VB
I;teacher;NN
I;Thai;NN
I;yesterday;NN
I;yesterday;RB
