list;word;pos
I;word;NN
I;god;NN
I;him;PRP
I;these;DT
I;well;RB
I;back;RB
I;our;PRP$
I;shall;MD
I;only;RB
I;some;DT
I;hi;NN
I;bad;JJ
I;open;JJ
I;try;NN
I;find;VB
I;actually;RB
I;down;RB
I;wish;NN
I;use;NN
I;sorry;NN
I;thank;NN
I;night;NN
I;call;NN
I;rhombus;NN
I;lunch;NN
I;from;IN
I;off;IN
I;hello;NN
I;thirty;NN
I;eight;CD
I;fish;NN
I;hell;NN
I;mom;NN
I;much;JJ
I;nine;CD
I;ball;NN
I;polygon;NN
I;sign;NN
I;girl;NN
I;shoot;NN
I;hand;NN
I;book;NN
I;day;NN
I;into;IN
I;sit;NN
I;still;RB
I;read;NN
I;triangle;NN
I;kind;NN
I;Mr;NN
I;school;NN
I;twenty;NN
I;awesome;NN
I;those;DT
I;voice;NN
I;other;JJ
I;name;NN
I;sure;NN
I;feel;NN
I;hard;JJ
I;run;VB
I;ten;NNS
I;please;NN
I;suck;NN
I;homie;NN
I;stick;NN
I;watch;NN
I;class;NN
I;next;JJ
I;stay;NN
I;twelve;NN
I;bro;NN
I;show;NN
I;six;CD
I;very;RB
I;way;NN
I;probably;RB
I;crack;NN
I;again;RB
I;move;NN
I;start;NN
I;walk;NN
I;pocket;NN
I;already;RB
I;as;IN
I;ask;NN
I;christmas;NN
I;funny;NN
I;hold;NN
I;draw;NN
I;goal;NN
I;juice;NN
I;poo;NN
I;baby;NN
I;even;RB
I;name;NN
I;never;RB
I;recorder;NN
I;wash;NN
I;win;NN
I;bit;NN
I;today;NN
I;lot;NN
I;forget;NN
I;keep;VB
I;kid;NN
I;may;MD
I;hear;NN
I;help;NN
I;animal;NN
I;stuff;NN
I;his;PRP$
I;work;NN
I;Ms;NN
I;year;NN
I;cappuccino;NN
I;friend;NN
I;care;NN
I;fun;NN
I;food;NN
I;line;NN
I;pretty;RB
I;cook;NN
I;excuse;NN
I;home;NN
I;hot;JJ
I;lose;VB
I;new;JJ
I;potato;NN
I;touch;NN
I;damn;NN
I;dollar;NN
I;hit;NN
I;hundred;VBN
I;kitchen;NN
I;nice;JJ
I;hate;NN
I;long;RB
I;square;NN
I;any;DT
I;anything;NN
I;same;JJ
I;yours;NNS
I;always;RB
I;guess;NN
I;maybe;RB
I;most;JJS
I;than;IN
I;after;IN
I;someone;NN
I;weird;NN
I;jacket;NN
I;leave;VB
I;side;NN
I;press;NN
I;small;JJ
I;trapezoid;NN
I;um;NN
I;ah;NN
I;clock;NN
I;dumb;NN
I;ever;RB
I;hexagon;NN
I;many;JJ
I;real;JJ
I;serve;NN
I;taste;NN
I;bring;NN
I;love;NN
I;remember;VB
I;write;NN
I;boy;NN
I;rectangle;NN
I;game;NN
I;grade;NN
I;nothing;NN
I;zookeeper;NN
I;old;JJ
I;somebody;NN
I;their;PRP$
I;away;RB
I;catch;NN
I;cut;NN
I;water;NN
I;whatever;WDT
I;bell;NN
I;blood;NN
I;bye;NN
I;Chinese;JJ
I;frog;NN
I;half;NN
I;Mrs;NN
I;narrow;NN
I;red;JJ
I;smash;NN
I;wear;NN
I;wow;NN
I;wrong;JJ
I;pick;NN
I;rotten;VB
I;another;DT
I;table;NN
I;dad;NN
I;easy;JJ
I;everything;NN
I;sun;NN
I;by;IN
I;happen;VB
I;movie;NN
I;parallelogram;NN
I;suppose;NN
I;around;IN
I;number;NN
I;push;NN
I;bagel;NN
I;break;NN
I;close;RB
I;face;NN
I;finish;NN
I;meat;NN
I;sauce;NN
I;sixty;NN
I;turn;NN
I;chips;NNS
I;cold;NN
I;cry;NN
I;drama;NN
I;eleven;RB
I;else;RB
I;sing;VBG
I;almost;RB
I;bear;NN
I;jingle;NN
I;ready;JJ
I;happy;JJ
I;morning;NN
I;recording;VBG
I;song;NN
I;throw;NN
I;which;WDT
I;level;NN
I;point;NN
I;shape;NN
I;everyone;NN
I;eye;NN
I;fast;NN
I;father;NN
I;fifteen;NN
I;Germany;NNP
I;gum;NN
I;heck;NN
I;kick;NN
I;laugh;NN
I;listen;NN
I;mess;NN
I;outside;IN
I;punch;NN
I;whole;JJ
I;die;NN
I;fall;NN
I;fine;NN
I;glue;NN
I;sister;NN
I;thirteen;NN
I;apple;NN
I;ass;NN
I;basketball;NN
I;beat;NN
I;bing;NN
I;cheese;NN
I;English;JJ
I;flat;JJ
I;fuck;NN
I;homework;NN
I;paper;NN
I;rock;NN
I;teacher;NN
I;Thai;NN
I;yesterday;NN
